'CTRL' + 'C' to stop watching output:
timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730396535,0,65520,10,65510,65520,10,65510,257895,10,257885

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730396536,0,65520,10,65510,65520,10,65510,257895,10,257885

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730396537,0,65520,10,65510,65520,10,65510,257895,10,257885

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730396538,0,65520,10,65510,65520,10,65510,257895,10,257885

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730396539,0,65520,10,65510,65520,10,65510,257895,10,257885

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730396540,0,65520,10,65510,65520,10,65510,257895,10,257885

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730396541,0,65520,10,65510,65520,10,65510,257895,10,257885

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730396542,0,65520,10,65510,65520,10,65510,257895,10,257885

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730396543,0,65520,10,65510,65520,10,65510,257895,10,257885

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730396544,0,65520,10,65510,65520,10,65510,257895,10,257885

