'CTRL' + 'C' to stop watching output:
timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266902,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266903,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266904,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266905,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266906,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266907,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266908,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266909,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266910,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266911,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266912,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266913,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266914,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266915,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266916,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266917,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266918,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266919,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266920,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266921,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266922,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266923,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266924,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266925,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266926,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266927,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266928,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266929,0,65520,274,65246,65520,274,65246,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266930,0,65520,524,64996,65520,524,64996,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266931,0,65520,2970,62550,65520,2970,62550,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266932,0,65520,5458,60062,65520,5458,60062,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266933,0,65520,7860,57660,65520,7860,57660,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266934,0,65520,9790,55730,65520,9790,55730,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266935,0,65520,10863,54657,65520,10863,54657,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266936,0,65520,13130,52390,65520,13130,52390,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266937,0,65520,15135,50385,65520,15135,50385,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266938,0,65520,17087,48433,65520,17087,48433,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266939,0,65520,17087,48433,65520,17087,48433,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266940,0,65520,17087,48433,65520,17087,48433,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266941,0,65520,17098,48422,65520,17098,48422,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266942,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266943,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266944,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266945,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266946,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266947,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266948,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266949,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266950,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266951,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266952,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266953,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266954,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266955,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266956,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266957,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266958,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266959,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266960,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266961,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266962,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266963,0,65520,10,65510,65520,10,65510,257896,10,257886

timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1730266964,0,65520,10,65510,65520,10,65510,257896,10,257886

